split,sample_id,image,class_id,class_name,probability,component_rank,heatmap_threshold,bbox_xywh,yolo_bbox,yolo_x_center,yolo_y_center,yolo_width,yolo_height,x,y,width,height,area,centroid_x,centroid_y
train,infiltrat/CXR052_001.jpg,CXR052_001.jpg,0,infiltrat,0.623047,2,0.5000,"69,202,76,22",0 0.477679 0.950893 0.339286 0.098214,0.477679,0.950893,0.339286,0.098214,69,202,76,22,1424,105.0527,214.0604
train,infiltrat/CXR052_001.jpg,CXR052_001.jpg,0,infiltrat,0.623047,3,0.5000,"0,172,21,7",0 0.046875 0.783482 0.093750 0.031250,0.046875,0.783482,0.093750,0.031250,0,172,21,7,130,8.8846,175.0308
train,infiltrat/CXR052_002.jpg,CXR052_002.jpg,0,infiltrat,0.638328,1,0.5000,"0,39,86,111",0 0.191964 0.421875 0.383929 0.495536,0.191964,0.421875,0.383929,0.495536,0,39,86,111,5832,33.1389,93.988
train,infiltrat/CXR052_003.jpg,CXR052_003.jpg,0,infiltrat,0.641435,1,0.5000,"142,128,82,96",0 0.816964 0.785714 0.366071 0.428571,0.816964,0.785714,0.366071,0.428571,142,128,82,96,6151,188.6797,183.1065
train,infiltrat/CXR052_003.jpg,CXR052_003.jpg,0,infiltrat,0.641435,2,0.5000,"21,76,92,115",0 0.299107 0.595982 0.410714 0.513393,0.299107,0.595982,0.410714,0.513393,21,76,92,115,6139,56.8988,136.2909
train,kavitas/CXR001_001.jpg,CXR001_001.jpg,0,infiltrat,0.573612,1,0.5000,"119,48,105,99",0 0.765625 0.435268 0.468750 0.441964,0.765625,0.435268,0.468750,0.441964,119,48,105,99,7701,169.1199,97.8856
train,kavitas/CXR004_001.jpg,CXR004_001.jpg,3,atelektasis,0.782400,1,0.5000,"0,45,95,99",3 0.212054 0.421875 0.424107 0.441964,0.212054,0.421875,0.424107,0.441964,0,45,95,99,8003,46.7408,93.3304
train,kavitas/CXR004_003.jpg,CXR004_003.jpg,0,infiltrat,0.608419,1,0.5000,"0,69,115,101",0 0.256696 0.533482 0.513393 0.450893,0.256696,0.533482,0.513393,0.450893,0,69,115,101,7776,64.7545,121.6622
train,kavitas/CXR004_003.jpg,CXR004_003.jpg,0,infiltrat,0.608419,2,0.5000,"203,62,21,29",0 0.953125 0.341518 0.093750 0.129464,0.953125,0.341518,0.093750,0.129464,203,62,21,29,546,214.0201,76.1319
train,kavitas/CXR012_001.jpg,CXR012_001.jpg,0,infiltrat,0.615594,1,0.5000,"20,62,102,100",0 0.316964 0.500000 0.455357 0.446429,0.316964,0.500000,0.455357,0.446429,20,62,102,100,7346,68.1413,115.3598
train,kavitas/CXR012_001.jpg,CXR012_001.jpg,0,infiltrat,0.615594,2,0.5000,"166,104,15,24",0 0.774554 0.517857 0.066964 0.107143,0.774554,0.517857,0.066964,0.107143,166,104,15,24,198,173.8434,114.1768
train,kavitas/CXR012_002.jpg,CXR012_002.jpg,0,infiltrat,0.603549,1,0.5000,"117,35,107,77",0 0.761161 0.328125 0.477679 0.343750,0.761161,0.328125,0.477679,0.343750,117,35,107,77,6095,176.3043,75.4609
train,kavitas/CXR012_002.jpg,CXR012_002.jpg,0,infiltrat,0.603549,2,0.5000,"32,70,80,89",0 0.321429 0.511161 0.357143 0.397321,0.321429,0.511161,0.357143,0.397321,32,70,80,89,5074,69.8471,113.1362
train,kavitas/CXR012_003.jpg,CXR012_003.jpg,0,infiltrat,0.652532,1,0.5000,"123,0,101,111",0 0.774554 0.247768 0.450893 0.495536,0.774554,0.247768,0.450893,0.495536,123,0,101,111,8284,180.1894,58.8662
train,kavitas/CXR012_003.jpg,CXR012_003.jpg,0,infiltrat,0.652532,2,0.5000,"23,63,79,86",0 0.279018 0.473214 0.352679 0.383929,0.279018,0.473214,0.352679,0.383929,23,63,79,86,5106,61.5879,102.0311
train,kavitas/CXR013_001.jpg,CXR013_001.jpg,0,infiltrat,0.696271,1,0.5000,"0,59,95,94",0 0.212054 0.473214 0.424107 0.419643,0.212054,0.473214,0.424107,0.419643,0,59,95,94,7175,46.916,104.8334
train,kavitas/CXR013_002.jpg,CXR013_002.jpg,0,infiltrat,0.715614,1,0.5000,"16,58,99,98",0 0.292411 0.477679 0.441964 0.437500,0.292411,0.477679,0.441964,0.437500,16,58,99,98,7703,65.7182,106.4487
train,kavitas/CXR013_003.jpg,CXR013_003.jpg,0,infiltrat,0.726294,1,0.5000,"23,54,99,101",0 0.323661 0.466518 0.441964 0.450893,0.323661,0.466518,0.441964,0.450893,23,54,99,101,7648,70.2968,104.9236
train,kavitas/CXR015_002.jpg,CXR015_002.jpg,0,infiltrat,0.622688,1,0.5000,"0,38,97,107",0 0.216518 0.408482 0.433036 0.477679,0.216518,0.408482,0.433036,0.477679,0,38,97,107,9077,45.9584,88.6741
train,kavitas/CXR015_002.jpg,CXR015_002.jpg,0,infiltrat,0.622688,2,0.5000,"140,32,84,71",0 0.812500 0.301339 0.375000 0.316964,0.812500,0.301339,0.375000,0.316964,140,32,84,71,5205,185.4548,66.8511
train,kavitas/CXR015_003.jpg,CXR015_003.jpg,0,infiltrat,0.652543,1,0.5000,"0,42,100,103",0 0.223214 0.417411 0.446429 0.459821,0.223214,0.417411,0.446429,0.459821,0,42,100,103,8502,49.2583,92.8539
train,kavitas/CXR016_002.jpg,CXR016_002.jpg,0,infiltrat,0.730156,1,0.5000,"22,22,202,118",0 0.549107 0.361607 0.901786 0.526786,0.549107,0.361607,0.901786,0.526786,22,22,202,118,12949,122.4565,81.3016
train,kavitas/CXR016_003.jpg,CXR016_003.jpg,0,infiltrat,0.556166,1,0.5000,"18,0,144,113",0 0.401786 0.252232 0.642857 0.504464,0.401786,0.252232,0.642857,0.504464,18,0,144,113,10849,86.391,55.2777
train,kavitas/CXR016_003.jpg,CXR016_003.jpg,0,infiltrat,0.556166,2,0.5000,"180,0,44,40",0 0.901786 0.089286 0.196429 0.178571,0.901786,0.089286,0.196429,0.178571,180,0,44,40,1383,204.8228,16.3818
train,kavitas/CXR016_004.jpg,CXR016_004.jpg,0,infiltrat,0.605397,1,0.5000,"122,28,102,98",0 0.772321 0.343750 0.455357 0.437500,0.772321,0.343750,0.455357,0.437500,122,28,102,98,8903,172.2781,77.1808
train,kavitas/CXR016_004.jpg,CXR016_004.jpg,0,infiltrat,0.605397,2,0.5000,"45,110,15,3",0 0.234375 0.497768 0.066964 0.013393,0.234375,0.497768,0.066964,0.013393,45,110,15,3,34,51.3529,111.2647
train,kavitas/CXR018_001.jpg,CXR018_001.jpg,0,infiltrat,0.620023,1,0.5000,"0,53,125,99",0 0.279018 0.457589 0.558036 0.441964,0.279018,0.457589,0.558036,0.441964,0,53,125,99,8115,60.5089,103.8446
train,kavitas/CXR018_002.jpg,CXR018_002.jpg,0,infiltrat,0.627724,1,0.5000,"0,25,92,134",0 0.205357 0.410714 0.410714 0.598214,0.205357,0.410714,0.410714,0.598214,0,25,92,134,10522,41.6859,96.2238
train,kavitas/CXR018_003.jpg,CXR018_003.jpg,0,infiltrat,0.614656,1,0.5000,"0,0,70,160",0 0.156250 0.357143 0.312500 0.714286,0.156250,0.357143,0.312500,0.714286,0,0,70,160,6981,24.3709,92.682
train,kavitas/CXR024_001.jpg,CXR024_001.jpg,0,infiltrat,0.611907,1,0.5000,"126,65,98,99",0 0.781250 0.511161 0.437500 0.441964,0.781250,0.511161,0.437500,0.441964,126,65,98,99,8276,176.7726,112.638
train,kavitas/CXR024_002.jpg,CXR024_002.jpg,0,infiltrat,0.590401,1,0.5000,"156,21,68,103",0 0.848214 0.323661 0.303571 0.459821,0.848214,0.323661,0.303571,0.459821,156,21,68,103,5791,194.1248,72.7206
train,kavitas/CXR026_001.jpg,CXR026_001.jpg,0,infiltrat,0.783236,1,0.5000,"0,58,177,108",0 0.395089 0.500000 0.790179 0.482143,0.395089,0.500000,0.790179,0.482143,0,58,177,108,10225,66.4785,119.537
train,kavitas/CXR026_001.jpg,CXR026_001.jpg,0,infiltrat,0.783236,2,0.5000,"190,172,34,10",0 0.924107 0.790179 0.151786 0.044643,0.924107,0.790179,0.151786,0.044643,190,172,34,10,260,209.9115,176.2577
train,kavitas/CXR026_002.jpg,CXR026_002.jpg,0,infiltrat,0.610447,1,0.5000,"0,0,91,120",0 0.203125 0.267857 0.406250 0.535714,0.203125,0.267857,0.406250,0.535714,0,0,91,120,8072,41.7377,61.8373
train,kavitas/CXR026_002.jpg,CXR026_002.jpg,0,infiltrat,0.610447,2,0.5000,"170,59,54,86",0 0.879464 0.455357 0.241071 0.383929,0.879464,0.455357,0.241071,0.383929,170,59,54,86,3542,201.0392,99.4111
train,kavitas/CXR027_001.jpg,CXR027_001.jpg,3,atelektasis,0.670736,1,0.5000,"32,28,97,91",3 0.359375 0.328125 0.433036 0.406250,0.359375,0.328125,0.433036,0.406250,32,28,97,91,6819,76.182,67.4059
train,kavitas/CXR033_001.jpg,CXR033_001.jpg,0,infiltrat,0.631625,1,0.5000,"0,59,65,103",0 0.145089 0.493304 0.290179 0.459821,0.145089,0.493304,0.290179,0.459821,0,59,65,103,4602,26.176,117.8368
train,kavitas/CXR034_001.jpg,CXR034_001.jpg,0,infiltrat,0.630428,1,0.5000,"110,32,97,99",0 0.707589 0.363839 0.433036 0.441964,0.707589,0.363839,0.433036,0.441964,110,32,97,99,7859,156.5287,81.7104
train,kavitas/CXR034_002.jpg,CXR034_002.jpg,0,infiltrat,0.533450,1,0.5000,"0,0,34,85",0 0.075893 0.189732 0.151786 0.379464,0.075893,0.189732,0.151786,0.379464,0,0,34,85,2377,13.9327,37.6748
train,kavitas/CXR035_003.jpg,CXR035_003.jpg,0,infiltrat,0.622596,1,0.5000,"18,100,78,93",0 0.254464 0.654018 0.348214 0.415179,0.254464,0.654018,0.348214,0.415179,18,100,78,93,5477,54.9346,151.3695
train,kavitas/CXR037_001.jpg,CXR037_001.jpg,0,infiltrat,0.582412,1,0.5000,"125,35,99,105",0 0.779018 0.390625 0.441964 0.468750,0.779018,0.390625,0.441964,0.468750,125,35,99,105,8015,171.4313,87.9098
train,kavitas/CXR041_002.jpg,CXR041_002.jpg,2,efusi pleura,0.741280,1,0.5000,"0,183,224,41",2 0.500000 0.908482 1.000000 0.183036,0.500000,0.908482,1.000000,0.183036,0,183,224,41,6527,114.7846,208.4979
train,kavitas/CXR041_002.jpg,CXR041_002.jpg,2,efusi pleura,0.741280,2,0.5000,"129,98,30,70",2 0.642857 0.593750 0.133929 0.312500,0.642857,0.593750,0.133929,0.312500,129,98,30,70,1605,143.4916,131.5813
train,kavitas/CXR041_003.jpg,CXR041_003.jpg,2,efusi pleura,0.731434,1,0.5000,"190,89,34,62",2 0.924107 0.535714 0.151786 0.276786,0.924107,0.535714,0.151786,0.276786,190,89,34,62,1703,209.3347,118.9119
train,kavitas/CXR046_001.jpg,CXR046_001.jpg,0,infiltrat,0.590265,1,0.5000,"133,26,91,91",0 0.796875 0.319196 0.406250 0.406250,0.796875,0.319196,0.406250,0.406250,133,26,91,91,7535,181.471,70.3554
train,kavitas/CXR046_001.jpg,CXR046_001.jpg,0,infiltrat,0.590265,2,0.5000,"45,131,37,28",0 0.283482 0.647321 0.165179 0.125000,0.283482,0.647321,0.165179,0.125000,45,131,37,28,668,60.5853,146.4865
train,kavitas/CXR046_002.jpg,CXR046_002.jpg,0,infiltrat,0.576369,1,0.5000,"0,129,95,95",0 0.212054 0.787946 0.424107 0.424107,0.212054,0.787946,0.424107,0.424107,0,129,95,95,7776,42.2558,179.1038
train,kavitas/CXR046_002.jpg,CXR046_002.jpg,0,infiltrat,0.576369,2,0.5000,"192,0,32,35",0 0.928571 0.078125 0.142857 0.156250,0.928571,0.078125,0.142857,0.156250,192,0,32,35,1000,208.837,15.568
train,kavitas/CXR046_003.jpg,CXR046_003.jpg,0,infiltrat,0.607980,1,0.5000,"136,0,88,44",0 0.803571 0.098214 0.392857 0.196429,0.803571,0.098214,0.392857,0.196429,136,0,88,44,3066,184.8708,17.7358
train,kavitas/CXR046_003.jpg,CXR046_003.jpg,0,infiltrat,0.607980,2,0.5000,"33,138,50,16",0 0.258929 0.651786 0.223214 0.071429,0.258929,0.651786,0.223214,0.071429,33,138,50,16,569,57.8383,145.6257
train,kavitas/CXR047_001.jpg,CXR047_001.jpg,0,infiltrat,0.608862,1,0.5000,"0,0,99,110",0 0.220982 0.245536 0.441964 0.491071,0.220982,0.245536,0.441964,0.491071,0,0,99,110,6062,51.1405,61.9117
train,kavitas/CXR047_002.jpg,CXR047_002.jpg,0,infiltrat,0.630288,1,0.5000,"23,0,77,97",0 0.274554 0.216518 0.343750 0.433036,0.274554,0.216518,0.343750,0.433036,23,0,77,97,5787,56.1163,45.1396
train,kavitas/CXR047_003.jpg,CXR047_003.jpg,0,infiltrat,0.643537,1,0.5000,"19,19,108,107",0 0.325893 0.323661 0.482143 0.477679,0.325893,0.323661,0.482143,0.477679,19,19,108,107,8398,68.7078,69.7765
train,kavitas/CXR048_001.jpg,CXR048_001.jpg,0,infiltrat,0.731451,1,0.5000,"0,70,196,128",0 0.437500 0.598214 0.875000 0.571429,0.437500,0.598214,0.875000,0.571429,0,70,196,128,13650,86.537,132.0267
train,kavitas/CXR049_001.jpg,CXR049_001.jpg,0,infiltrat,0.670157,1,0.5000,"122,34,102,99",0 0.772321 0.372768 0.455357 0.441964,0.772321,0.372768,0.455357,0.441964,122,34,102,99,8401,178.4461,84.9435
train,kavitas/CXR049_001.jpg,CXR049_001.jpg,0,infiltrat,0.670157,2,0.5000,"75,139,11,9",0 0.359375 0.640625 0.049107 0.040179,0.359375,0.640625,0.049107,0.040179,75,139,11,9,62,79.8065,143.2903
train,kavitas/CXR049_002.jpg,CXR049_002.jpg,0,infiltrat,0.625172,1,0.5000,"131,0,93,97",0 0.792411 0.216518 0.415179 0.433036,0.792411,0.216518,0.415179,0.433036,131,0,93,97,6661,182.9605,57.2414
train,kavitas/CXR049_002.jpg,CXR049_002.jpg,0,infiltrat,0.625172,2,0.5000,"60,108,24,7",0 0.321429 0.497768 0.107143 0.031250,0.321429,0.497768,0.107143,0.031250,60,108,24,7,108,73.5093,111.0185
train,kavitas/CXR049_003.jpg,CXR049_003.jpg,0,infiltrat,0.637950,1,0.5000,"0,54,101,102",0 0.225446 0.468750 0.450893 0.455357,0.225446,0.468750,0.450893,0.455357,0,54,101,102,8912,45.8266,105.4933
train,kavitas/CXR049_003.jpg,CXR049_003.jpg,0,infiltrat,0.637950,2,0.5000,"143,45,41,42",0 0.729911 0.294643 0.183036 0.187500,0.729911,0.294643,0.183036,0.187500,143,45,41,42,873,168.315,69.37
train,kavitas/CXR051_002.jpg,CXR051_002.jpg,0,infiltrat,0.633285,1,0.5000,"132,0,92,104",0 0.794643 0.232143 0.410714 0.464286,0.794643,0.232143,0.410714,0.464286,132,0,92,104,8795,180.6379,49.9868
train,kavitas/CXR051_003.jpg,CXR051_003.jpg,0,infiltrat,0.618737,1,0.5000,"113,0,111,110",0 0.752232 0.245536 0.495536 0.491071,0.752232,0.245536,0.495536,0.491071,113,0,111,110,8309,161.8523,56.1016
train,kavitas/CXR052_001.jpg,CXR052_001.jpg,0,infiltrat,0.623047,1,0.5000,"0,96,92,36",0 0.205357 0.508929 0.410714 0.160714,0.205357,0.508929,0.410714,0.160714,0,96,92,36,2651,44.3546,113.3636
train,kavitas/CXR052_001.jpg,CXR052_001.jpg,0,infiltrat,0.623047,2,0.5000,"69,202,76,22",0 0.477679 0.950893 0.339286 0.098214,0.477679,0.950893,0.339286,0.098214,69,202,76,22,1424,105.0527,214.0604
train,kavitas/CXR052_001.jpg,CXR052_001.jpg,0,infiltrat,0.623047,3,0.5000,"0,172,21,7",0 0.046875 0.783482 0.093750 0.031250,0.046875,0.783482,0.093750,0.031250,0,172,21,7,130,8.8846,175.0308
train,normal/CXR006_003.jpg,CXR006_003.jpg,0,infiltrat,0.559935,1,0.5000,"0,154,189,70",0 0.421875 0.843750 0.843750 0.312500,0.421875,0.843750,0.843750,0.312500,0,154,189,70,7828,68.3844,197.2703
train,normal/CXR008_002.jpg,CXR008_002.jpg,0,infiltrat,0.596825,1,0.5000,"0,128,192,96",0 0.428571 0.785714 0.857143 0.428571,0.428571,0.785714,0.857143,0.428571,0,128,192,96,10186,76.5041,190.6763
train,normal/CXR008_002.jpg,CXR008_002.jpg,0,infiltrat,0.596825,2,0.5000,"162,0,62,30",0 0.861607 0.066964 0.276786 0.133929,0.861607,0.066964,0.276786,0.133929,162,0,62,30,1778,193.7323,14.0056
train,normal/CXR008_003.jpg,CXR008_003.jpg,0,infiltrat,0.584225,1,0.5000,"0,137,224,87",0 0.500000 0.805804 1.000000 0.388393,0.500000,0.805804,1.000000,0.388393,0,137,224,87,11376,88.9847,193.6163
train,normal/CXR008_003.jpg,CXR008_003.jpg,0,infiltrat,0.584225,2,0.5000,"186,0,38,48",0 0.915179 0.107143 0.169643 0.214286,0.915179,0.107143,0.169643,0.214286,186,0,38,48,1507,207.0232,20.5733
train,normal/CXR009_004.jpg,CXR009_004.jpg,0,infiltrat,0.589314,1,0.5000,"123,0,101,149",0 0.774554 0.332589 0.450893 0.665179,0.774554,0.332589,0.450893,0.665179,123,0,101,149,7714,169.9511,70.13
train,normal/CXR011_001.jpg,CXR011_001.jpg,0,infiltrat,0.629633,1,0.5000,"0,134,224,90",0 0.500000 0.799107 1.000000 0.401786,0.500000,0.799107,1.000000,0.401786,0,134,224,90,13072,100.3054,192.2545
train,normal/CXR011_001.jpg,CXR011_001.jpg,0,infiltrat,0.629633,2,0.5000,"205,0,19,19",0 0.957589 0.042411 0.084821 0.084821,0.957589,0.042411,0.084821,0.084821,205,0,19,19,358,214.0726,8.9274
train,normal/CXR011_003.jpg,CXR011_003.jpg,0,infiltrat,0.642525,1,0.5000,"0,109,224,115",0 0.500000 0.743304 1.000000 0.513393,0.500000,0.743304,1.000000,0.513393,0,109,224,115,17448,98.0548,182.4309
train,normal/CXR016_001.jpg,CXR016_001.jpg,0,infiltrat,0.652361,1,0.5000,"0,0,52,136",0 0.116071 0.303571 0.232143 0.607143,0.116071,0.303571,0.232143,0.607143,0,0,52,136,4986,19.056,60.8147
train,normal/CXR016_001.jpg,CXR016_001.jpg,0,infiltrat,0.652361,2,0.5000,"130,158,67,49",0 0.729911 0.814732 0.299107 0.218750,0.729911,0.814732,0.299107,0.218750,130,158,67,49,2073,166.5948,179.9691
train,normal/CXR017_001.jpg,CXR017_001.jpg,0,infiltrat,0.663938,1,0.5000,"150,0,74,63",0 0.834821 0.140625 0.330357 0.281250,0.834821,0.140625,0.330357,0.281250,150,0,74,63,4079,188.9966,28.1814
train,normal/CXR023_001.jpg,CXR023_001.jpg,0,infiltrat,0.620549,1,0.5000,"30,104,91,90",0 0.337054 0.665179 0.406250 0.401786,0.337054,0.665179,0.406250,0.401786,30,104,91,90,6117,74.9614,152.523
train,normal/CXR023_002.jpg,CXR023_002.jpg,0,infiltrat,0.580855,1,0.5000,"0,160,111,64",0 0.247768 0.857143 0.495536 0.285714,0.247768,0.857143,0.495536,0.285714,0,160,111,64,5231,54.2504,189.8293
train,normal/CXR023_002.jpg,CXR023_002.jpg,0,infiltrat,0.580855,2,0.5000,"207,175,17,4",0 0.962054 0.790179 0.075893 0.017857,0.962054,0.790179,0.075893,0.017857,207,175,17,4,67,215.1194,176.4776
train,normal/CXR023_003.jpg,CXR023_003.jpg,0,infiltrat,0.621307,1,0.5000,"0,160,98,64",0 0.218750 0.857143 0.437500 0.285714,0.218750,0.857143,0.437500,0.285714,0,160,98,64,4627,40.0793,197.7208
train,normal/CXR028_002.jpg,CXR028_002.jpg,0,infiltrat,0.576314,1,0.5000,"0,150,32,74",0 0.071429 0.834821 0.142857 0.330357,0.071429,0.834821,0.142857,0.330357,0,150,32,74,2193,14.5549,188.3374
train,normal/CXR028_002.jpg,CXR028_002.jpg,0,infiltrat,0.576314,2,0.5000,"196,170,28,54",0 0.937500 0.879464 0.125000 0.241071,0.937500,0.879464,0.125000,0.241071,196,170,28,54,1291,211.3478,198.3664
train,normal/CXR028_002.jpg,CXR028_002.jpg,0,infiltrat,0.576314,3,0.5000,"206,0,18,18",0 0.959821 0.040179 0.080357 0.080357,0.959821,0.040179,0.080357,0.080357,206,0,18,18,323,214.5263,8.4737
train,normal/CXR028_003.jpg,CXR028_003.jpg,0,infiltrat,0.586341,1,0.5000,"28,0,37,32",0 0.207589 0.071429 0.165179 0.142857,0.207589,0.071429,0.165179,0.142857,28,0,37,32,960,46.125,12.8708
train,normal/CXR028_003.jpg,CXR028_003.jpg,0,infiltrat,0.586341,2,0.5000,"0,171,23,22",0 0.051339 0.812500 0.102679 0.098214,0.051339,0.812500,0.102679,0.098214,0,171,23,22,437,9.5446,181.2311
train,normal/CXR036_001.jpg,CXR036_001.jpg,0,infiltrat,0.808959,1,0.5000,"19,71,97,92",0 0.301339 0.522321 0.433036 0.410714,0.301339,0.522321,0.433036,0.410714,19,71,97,92,7539,67.0326,116.395
train,normal/CXR036_001.jpg,CXR036_001.jpg,0,infiltrat,0.808959,2,0.5000,"186,38,38,35",0 0.915179 0.247768 0.169643 0.156250,0.915179,0.247768,0.169643,0.156250,186,38,38,35,984,208.7419,53.8557
train,normal/CXR036_002.jpg,CXR036_002.jpg,0,infiltrat,0.649934,1,0.5000,"0,80,124,83",0 0.276786 0.542411 0.553571 0.370536,0.276786,0.542411,0.553571,0.370536,0,80,124,83,5266,77.1479,120.2725
train,normal/CXR036_002.jpg,CXR036_002.jpg,0,infiltrat,0.649934,2,0.5000,"202,0,22,26",0 0.950893 0.058036 0.098214 0.116071,0.950893,0.058036,0.098214,0.116071,202,0,22,26,544,212.9632,11.9926
train,normal/CXR039_001.jpg,CXR039_001.jpg,0,infiltrat,0.611430,1,0.5000,"29,128,67,43",0 0.279018 0.667411 0.299107 0.191964,0.279018,0.667411,0.299107,0.191964,29,128,67,43,2347,61.2872,148.3703
train,normal/CXR039_002.jpg,CXR039_002.jpg,0,infiltrat,0.607218,1,0.5000,"0,157,32,43",0 0.071429 0.796875 0.142857 0.191964,0.071429,0.796875,0.142857,0.191964,0,157,32,43,1113,12.8473,177.8329
train,normal/CXR039_003.jpg,CXR039_003.jpg,0,infiltrat,0.587744,1,0.5000,"0,160,224,64",0 0.500000 0.857143 1.000000 0.285714,0.500000,0.857143,1.000000,0.285714,0,160,224,64,9618,98.328,198.7065
train,normal/CXR040_001.jpg,CXR040_001.jpg,0,infiltrat,0.672599,1,0.5000,"43,0,158,90",0 0.544643 0.200893 0.705357 0.401786,0.544643,0.200893,0.705357,0.401786,43,0,158,90,10760,132.9037,44.0078
train,normal/CXR042_001.jpg,CXR042_001.jpg,0,infiltrat,0.553595,1,0.5000,"132,92,92,82",0 0.794643 0.593750 0.410714 0.366071,0.794643,0.593750,0.410714,0.366071,132,92,92,82,5381,188.7716,134.9303
train,normal/CXR051_001.jpg,CXR051_001.jpg,0,infiltrat,0.660071,1,0.5000,"119,0,105,111",0 0.765625 0.247768 0.468750 0.495536,0.765625,0.247768,0.468750,0.495536,119,0,105,111,10257,173.8545,52.4055
train,normal/CXR051_004.jpg,CXR051_004.jpg,0,infiltrat,0.623209,1,0.5000,"139,29,85,98",0 0.810268 0.348214 0.379464 0.437500,0.810268,0.348214,0.379464,0.437500,139,29,85,98,7284,184.9123,77.1746
train,pneumothorax/CXR032_001.jpg,CXR032_001.jpg,0,infiltrat,0.655683,1,0.5000,"16,121,120,45",0 0.339286 0.640625 0.535714 0.200893,0.339286,0.640625,0.535714,0.200893,16,121,120,45,3642,78.0577,144.3789
train,pneumothorax/CXR032_001.jpg,CXR032_001.jpg,0,infiltrat,0.655683,2,0.5000,"157,95,35,59",0 0.779018 0.555804 0.156250 0.263393,0.779018,0.555804,0.156250,0.263393,157,95,35,59,1437,176.1621,126.5665
train,tuberkuloma/CXR031_003.jpg,CXR031_003.jpg,0,infiltrat,0.620008,1,0.5000,"17,46,47,111",0 0.180804 0.453125 0.209821 0.495536,0.180804,0.453125,0.209821,0.495536,17,46,47,111,3616,41.0398,98.7517
train,tuberkuloma/CXR031_003.jpg,CXR031_003.jpg,0,infiltrat,0.620008,2,0.5000,"208,143,16,5",0 0.964286 0.649554 0.071429 0.022321,0.964286,0.649554,0.071429,0.022321,208,143,16,5,80,215.5,145.0
train,tuberkuloma/CXR032_001.jpg,CXR032_001.jpg,0,infiltrat,0.655683,1,0.5000,"16,121,120,45",0 0.339286 0.640625 0.535714 0.200893,0.339286,0.640625,0.535714,0.200893,16,121,120,45,3642,78.0577,144.3789
train,tuberkuloma/CXR032_001.jpg,CXR032_001.jpg,0,infiltrat,0.655683,2,0.5000,"157,95,35,59",0 0.779018 0.555804 0.156250 0.263393,0.779018,0.555804,0.156250,0.263393,157,95,35,59,1437,176.1621,126.5665
train,tuberkuloma/CXR032_002.jpg,CXR032_002.jpg,0,infiltrat,0.566701,1,0.5000,"133,31,91,96",0 0.796875 0.352679 0.406250 0.428571,0.796875,0.352679,0.406250,0.428571,133,31,91,96,8037,180.2528,78.3723
train,tuberkuloma/CXR032_003.jpg,CXR032_003.jpg,0,infiltrat,0.553591,1,0.5000,"131,0,93,100",0 0.792411 0.223214 0.415179 0.446429,0.792411,0.223214,0.415179,0.446429,131,0,93,100,6601,178.3389,55.4837
valid,atelektasis/CXR059_001.jpg,CXR059_001.jpg,0,infiltrat,0.641549,1,0.5000,"160,0,64,145",0 0.857143 0.323661 0.285714 0.647321,0.857143,0.323661,0.285714,0.647321,160,0,64,145,6994,196.6069,60.2917
valid,atelektasis/CXR059_001.jpg,CXR059_001.jpg,0,infiltrat,0.641549,2,0.5000,"0,0,58,57",0 0.129464 0.127232 0.258929 0.254464,0.129464,0.127232,0.258929,0.254464,0,0,58,57,2492,23.616,22.9362
valid,atelektasis/CXR059_002.jpg,CXR059_002.jpg,0,infiltrat,0.581700,1,0.5000,"132,57,92,120",0 0.794643 0.522321 0.410714 0.535714,0.794643,0.522321,0.410714,0.535714,132,57,92,120,7959,185.4802,112.7496
valid,atelektasis/CXR062_001.jpg,CXR062_001.jpg,0,infiltrat,0.713909,1,0.5000,"46,37,153,97",0 0.546875 0.381696 0.683036 0.433036,0.546875,0.381696,0.683036,0.433036,46,37,153,97,12228,123.1489,85.4428
valid,atelektasis/CXR062_002.jpg,CXR062_002.jpg,0,infiltrat,0.622303,1,0.5000,"0,20,153,112",0 0.341518 0.339286 0.683036 0.500000,0.341518,0.339286,0.683036,0.500000,0,20,153,112,12719,64.7922,75.2008
valid,atelektasis/CXR062_002.jpg,CXR062_002.jpg,0,infiltrat,0.622303,2,0.5000,"202,0,22,24",0 0.950893 0.053571 0.098214 0.107143,0.950893,0.053571,0.098214,0.107143,202,0,22,24,505,212.9069,11.0673
valid,atelektasis/CXR062_002.jpg,CXR062_002.jpg,0,infiltrat,0.622303,3,0.5000,"0,168,23,17",0 0.051339 0.787946 0.102679 0.075893,0.051339,0.787946,0.102679,0.075893,0,168,23,17,341,9.6422,176.0205
valid,atelektasis/CXR062_003.jpg,CXR062_003.jpg,0,infiltrat,0.565045,1,0.5000,"0,0,106,109",0 0.236607 0.243304 0.473214 0.486607,0.236607,0.243304,0.473214,0.486607,0,0,106,109,9817,50.0689,55.7868
valid,atelektasis/CXR066_001.jpg,CXR066_001.jpg,0,infiltrat,0.635541,1,0.5000,"0,50,114,96",0 0.254464 0.437500 0.508929 0.428571,0.254464,0.437500,0.508929,0.428571,0,50,114,96,7224,58.1034,100.8527
valid,atelektasis/CXR066_002.jpg,CXR066_002.jpg,0,infiltrat,0.604986,1,0.5000,"27,18,123,102",0 0.395089 0.308036 0.549107 0.455357,0.395089,0.308036,0.549107,0.455357,27,18,123,102,9226,80.8996,70.1183
